CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-10-2017-024-08,6949,24,8,1,10,4,2,2G1WT58KX691,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2006,PASSENGER CAR,LT 3.5 Sedan,,,,Sedan/Saloon,4,LZE,3500.0,,OSHAWA #1 (OSH),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,,,,,2G1WT58K*69***,,09OCT19:08:13:24,337.45189273763100000000
1-10-2017-025-04,7009,25,4,1,10,4,2,2T1BU4EE6DC0,2T1,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2013,PASSENGER CAR,ZRE142L / AZE141L,,,,Sedan/Saloon,4,2ZR-FE,1800.0,,CAMBRIDGE,ONTARIO,CANADA,,,,,,,,,,,,,1085,"Toyota Motor Manufacturing, Cambridge",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,2T1BU4EE*DC***,Direct,09OCT19:08:14:07,561.98968046806400000000
1-10-2017-025-04,7009,25,4,2,10,4,2,1FMZU73E22ZB,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),XLT,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,4000.0,,HAZELWOOD,MISSOURI,UNITED KINGDOM (UK),,,,,,,,,,,,,976,St. Louis,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,154.36,207.00,210.00,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FMZU73E*2Z***,,09OCT19:08:08:34,561.98968046806400000000
1-10-2017-026-07,7051,26,7,1,10,4,2,1G8ZS57B89F1,1G8,GENERAL MOTORS LLC,GM,,SATURN,Aura,2009,PASSENGER CAR,XE,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1G8ZS57B*9F***,Direct,09OCT19:08:10:06,1480.51162484181000000000
1-10-2017-027-03,7155,27,3,2,10,4,2,5FRYD4H94GB0,5FR,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",ACURA,MDX,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Advance/Advance Ent,,SH-AWD,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,J35Y5,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,989,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",3960,,,,,,,,,,,7,,9,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,216.25,290.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,,,,,5FRYD4H9*GB***,Direct,09OCT19:08:16:27,622.14352093650500000000
1-10-2017-028-03,7202,28,3,1,10,4,2,KNDPBCA25D75,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sportage,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),LX,,SL,,Wagon,4,DOHC MPI Theta-II,2400.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,1034,Kia Motors Corporation,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,KNDPBCA2*D7***,Direct,09OCT19:08:19:25,224.66131530031300000000
1-10-2017-029-05,7252,29,5,1,10,4,2,2G2WS5226412,2G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand Prix,2004,PASSENGER CAR,GT2,,,,Sedan/Saloon,4,L26,3800.0,,OSHAWA #2,ONTARIO,CANADA,,,,,,,,,,,,,984,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRN1,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,2G2WS522*41***,,09OCT19:08:13:26,50.22440395887630000000
1-10-2017-029-05,7252,29,5,2,10,4,2,5NMSG13D89H3,5NM,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Santa Fe,2009,MULTIPURPOSE PASSENGER VEHICLE (MPV),CMA,,,,Wagon,,,2700.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,1034,Hyundai Motor Manufacturing Alabama,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,5NMSG13D*9H***,Direct,09OCT19:08:16:43,50.22440395887630000000
1-10-2017-030-06,7295,30,6,2,10,4,2,5N1AA0NC1BN6,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Armada,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),SUV,,,,Wagon,4,,5600.0,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,997,Canton Plant,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,4,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,5N1AA0NC*BN***,Direct,09OCT19:08:16:36,310.41777074870400000000
1-10-2017-031-04,7345,31,4,1,10,4,2,1G11B5SL3EF1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2014,PASSENGER CAR,LS,,,,Sedan/Saloon,4,LKW,2500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,,,,,1G11B5SL*EF***,Direct,09OCT19:08:09:19,1650.22234645847000000000
1-10-2017-032-05,7414,32,5,1,10,4,2,1G8ZS57N48F2,1G8,GENERAL MOTORS LLC,GM,,SATURN,Aura,2008,PASSENGER CAR,XE,,,,Sedan/Saloon,4,LZ4,3500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,1G8ZS57N*8F***,Direct,09OCT19:08:10:06,62.63225049926320000000
1-10-2017-032-05,7414,32,5,2,10,4,2,1G1JB5SH9C41,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Sonic,2012,PASSENGER CAR,LS (Manual),,,,Sedan/Saloon,4,LUW,1800.0,Manual/Standard,ORION,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,Ethanol (E85),Multipoint Fuel Injection (MPFI),,103.00,138.13,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,,,,,1G1JB5SH*C4***,Direct,09OCT19:08:09:27,62.63225049926320000000
1-10-2017-032-05,7414,32,5,3,10,4,2,2C3KA53G86H3,2C3,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,300,2006,PASSENGER CAR,LX,Touring,P (Premium),,Sedan/Saloon,4,,3500.0,,,,,,,,,,,,,,,,,995,Brampton Assembly,,,,,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,1,,,,,2C3KA53G*6H***,,09OCT19:08:12:49,62.63225049926320000000
1-10-2017-033-10,7514,33,10,1,10,4,2,4T1BG28K5YU6,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2000,PASSENGER CAR,MCV20L/SXV20L,,,,Sedan/Saloon,4,5S-FE,2200.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,4T1BG28K*YU***,,09OCT19:08:16:09,2415.69467836758000000000
1-10-2017-033-10,7514,33,10,2,10,4,2,2C3CCAET5CH2,2C3,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,300,2012,PASSENGER CAR,LX,300C,,,Sedan/Saloon,4,,5700.0,,,,,,,,,,,,,,,,,995,Brampton Assembly,,,,,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,2C3CCAET*CH***,Direct,09OCT19:08:12:43,2415.69467836758000000000
1-10-2017-034-07,7587,34,7,1,10,4,2,1B3BD4FB7BN5,1B3,FCA US LLC,Chrysler,,DODGE,Avenger,2011,PASSENGER CAR,JS,Express,H (High Line),,Sedan/Saloon,4,,2400.0,,,,,,,,,,,,,,,,,994,Sterling Heights Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,1B3BD4FB*BN***,Direct,09OCT19:08:06:17,424.43280550159400000000
1-10-2017-035-05,7652,35,5,1,10,4,2,KL1TD6DE2BB1,KL1,GENERAL MOTORS LLC,GM,,CHEVROLET,Aveo,2011,PASSENGER CAR,1LS/1LT,,,,Hatchback/Liftback/Notchback,4,LXV,1600.0,,BUPYEONG,,SOUTH KOREA,,,,,,,,,,,,,984,GMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,82.00,109.96,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,0,,,,,KL1TD6DE*BB***,Direct,09OCT19:08:18:49,46.58601633291680000000
1-10-2017-035-05,7652,35,5,2,10,4,2,2G1WB5EK1A12,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2010,PASSENGER CAR,LT,,,,Sedan/Saloon,4,LZE,3500.0,,RUESSELSHEIM,HESSE,GERMANY,,,,,,,,,,,,,984,OPEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM,,6,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,2G1WB5EK*A1***,Direct,09OCT19:08:13:17,46.58601633291680000000
1-10-2017-036-08,7703,36,8,1,10,4,2,1Y1SK5281WZ4,1Y1,"NEW UNITED MOTOR MANUFACTURING, INC.",NUMMI,,CHEVROLET,Geo Prizm,1998,PASSENGER CAR,,,,,Hatchback/Liftback/Notchback,4,7A-FE,1800.0,,FREMONT,CALIFORNIA,UNITED STATES (USA),,,,,,,,,,,,,1062,New United Motor Manufacturing Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota,,4,,,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1Y1SK528*WZ***,,09OCT19:08:12:33,120.86531935691100000000
1-10-2017-036-08,7703,36,8,2,10,4,2,5NPE34AF2FH0,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2015,PASSENGER CAR,Sport / Limited / Sport 2.0,,LFa,,Sedan/Saloon,4,DOHC GDI THETA-II,2400.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,5NPE34AF*FH***,Direct,09OCT19:08:16:50,120.86531935691100000000
1-10-2017-036-08,7703,36,8,3,10,4,2,1D7HU18NX4S7,1D7,FCA US LLC,Chrysler,,DODGE,Ram,2004,TRUCK,,1500,,,Pickup,,,4700.0,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,994,Dodge City Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,,,,,1D7HU18N*4S***,,09OCT19:08:07:28,120.86531935691100000000
1-10-2017-037-05,7759,37,5,1,10,4,2,2G1WH52K1392,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2003,PASSENGER CAR,LS,,,,Sedan/Saloon,4,L36,3800.0,,OSHAWA #1,ONTARIO,CANADA,,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,2G1WH52K*39***,,09OCT19:08:13:22,41.58524342044350000000
1-10-2017-037-05,7759,37,5,2,10,4,2,1GNDS13S8822,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Trailblazer,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),1/2 Ton,Work Truck/Fleet/Value Leader,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LL8,4200.0,,MORAINE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,GM,,6,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,1GNDS13S*82***,Direct,09OCT19:08:10:47,41.58524342044350000000
1-10-2017-038-07,7826,38,7,1,10,4,2,JH4CU26609C0,JH4,"HONDA MOTOR CO., LTD",Honda,,ACURA,TSX,2009,PASSENGER CAR,,,,,Sedan/Saloon,4,K24Z3,2359.737216,Automatic,SAYAMA,SAITAMA,JAPAN,,,,,,,,,,,,,987,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,149.89,201.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JH4CU266*9C***,Direct,09OCT19:08:17:42,319.93066647553500000000
1-10-2017-038-07,7826,38,7,2,10,4,2,1MELM6532VK6,1ME,"FORD MOTOR COMPANY, USA",Ford,,MERCURY,Mystique,1997,PASSENGER CAR,Base/GS,Spree,,,Sedan/Saloon,4,,1982.834744,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,,,In-Line,93.21,125.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1MELM653*VK***,,09OCT19:08:11:59,319.93066647553500000000
1-10-2017-039-02,7888,39,2,1,10,4,2,1G1ZC5E09CF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2012,PASSENGER CAR,1LT,,,,Sedan/Saloon,4,LE5/LA2,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,48.00,64.37,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,1G1ZC5E0*CF***,Direct,09OCT19:08:09:43,46.34288220449190000000
1-10-2017-039-02,7888,39,2,2,10,4,2,KNADM5A32E63,KNA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Rio,2014,PASSENGER CAR,1.6 AT LX STD/Power,,UB,,Hatchback/Liftback/Notchback,5,DOHC GAMMA,1600.0,,SOHARI,,SOUTH KOREA,,,,,,,,,,,,,1034,Kia Motors Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasoline,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,KNADM5A3*E6***,Direct,09OCT19:08:19:10,46.34288220449190000000
1-10-2017-039-02,7888,39,2,3,10,4,2,1C3CCBCG4EN1,1C3,FCA US LLC,Chrysler,,CHRYSLER,200,2014,PASSENGER CAR,,Limited,,,Sedan/Saloon,4,,3600.0,,,,,,,,,,,,,,,,,994,Sterling Heights Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,1C3CCBCG*EN***,Direct,09OCT19:08:06:42,46.34288220449190000000
1-10-2017-040-06,7931,40,6,1,10,4,2,1HGFA16568L0,1hg,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2008,PASSENGER CAR,LX,,,,Sedan/Saloon,4,R18A1,1802.577040,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1hgfa165*8l***,Direct,09OCT19:08:11:42,1655.85275190167000000000
1-10-2017-041-09,7979,41,9,1,10,4,2,2CNDL63F4762,2CN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),2LT/ Captiva Sport LT,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LNJ,3400.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,984,NA-Canada (GM/SUZUKI J.V.),,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,SGM,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,,,,,,,,,0,,,,,2CNDL63F*76***,,09OCT19:08:13:00,2538.15212103402000000000
1-10-2017-042-04,8068,42,4,1,10,4,2,2C3CA5CV4AH2,2C3,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,300,2010,PASSENGER CAR,,Touring,P (Premium),,Sedan/Saloon,4,,3500.0,,,,,,,,,,,,,,,,,995,Brampton Assembly,,,,,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,2C3CA5CV*AH***,Direct,09OCT19:08:12:42,340.54286884701600000000
1-10-2017-042-04,8068,42,4,2,10,4,2,1GNSKCKC5GR1,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),LTZ,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,"L83 - SIDI, VVT, AFM, E85 MAX, Aluminum.",5300.0,,ARLINGTON,TEXAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,8,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,1GNSKCKC*GR***,Direct,09OCT19:08:11:04,340.54286884701600000000
1-10-2017-044-09,8181,44,9,1,10,4,2,2G1WC5818694,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2006,PASSENGER CAR,Lt Sedan,,,,Sedan/Saloon,4,LZ9,3900.0,,OSHAWA #1 (OSH),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,,,,,2G1WC581*69***,,09OCT19:08:13:18,280.29553550113300000000
1-10-2017-044-09,8181,44,9,2,10,4,2,2FAHP71V48X1,2FA,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Crown Victoria,2008,PASSENGER CAR,Police Interceptor,,,,Sedan/Saloon,4,,4600.0,,TALBOTVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,St. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,Flexible Fuel Vehicle (FFV),,,V-Shaped,167.04,224.00,239.00,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,2FAHP71V*8X***,Direct,09OCT19:08:13:05,280.29553550113300000000
1-10-2017-045-03,8204,45,3,1,10,4,2,2T1BURHE8EC1,2T1,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2014,PASSENGER CAR,ZRE172L,,,,Sedan/Saloon,4,2ZR-FE,1800.0,,CAMBRIDGE,ONTARIO,CANADA,,,,,,,,,,,,,1085,"Toyota Motor Manufacturing, Inc.",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,,0,,,,,2T1BURHE*EC***,Direct,09OCT19:08:14:11,152.96440682076200000000
1-10-2017-045-03,8204,45,3,2,10,4,2,1GTEC19V71Z2,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2001,TRUCK,,1500 (1/2 ton),,,Pickup,,LR4,4800.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1GTEC19V*1Z***,,09OCT19:08:11:08,152.96440682076200000000
1-10-2017-046-03,8245,46,3,1,10,4,2,2GNALAEK9F11,2GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),LS FWD,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,"LEA - Flex Fuel (Gas/Alc), Aluminum, HO,",2400.0,,OSHAWA #2 (OST),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,4,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,2GNALAEK*F1***,Direct,09OCT19:08:13:36,125.04034512614800000000
1-10-2017-048-03,8394,48,3,1,10,4,2,1G8ZS57B98F2,1G8,GENERAL MOTORS LLC,GM,,SATURN,Aura,2008,PASSENGER CAR,XE,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,1G8ZS57B*8F***,Direct,09OCT19:08:10:06,110.88588488173800000000
