CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
7365,19,76,1-19-2017-076-08,8,2,3,,215.27777464898600000000,9,2
7428,19,77,1-19-2017-077-04,4,1,1,1,1079.33398644682000000000,9,2
7429,19,78,1-19-2017-078-05,5,1,3,,79.98489951025890000000,9,2
7429,19,78,1-19-2017-078-05,5,2,3,,79.98489951025890000000,9,2
7430,19,79,1-19-2017-079-03,3,2,6,,224.03830118455600000000,9,2
7430,19,79,1-19-2017-079-03,3,3,1,1,224.03830118455600000000,9,2
7525,19,80,1-19-2017-080-04,4,1,3,,696.16305401262900000000,9,2
7525,19,80,1-19-2017-080-04,4,2,1,1,696.16305401262900000000,9,2
7527,19,82,1-19-2017-082-05,5,1,3,,79.98489951025890000000,9,2
7527,19,82,1-19-2017-082-05,5,2,6,,79.98489951025890000000,9,2
7534,19,83,1-19-2017-083-04,4,1,1,1,696.16305401262900000000,9,2
7588,19,84,1-19-2017-084-02,2,1,4,,139.95942335359900000000,9,2
7658,19,85,1-19-2017-085-08,8,1,3,,521.30132321064800000000,9,2
7659,19,86,1-19-2017-086-08,8,1,3,,521.30132321064800000000,9,2
7660,19,87,1-19-2017-087-04,4,1,1,1,2139.39588755144000000000,9,2
7717,19,88,1-19-2017-088-03,3,1,9,,203.96859653432900000000,9,2
7717,19,88,1-19-2017-088-03,3,2,6,,203.96859653432900000000,9,2
7718,19,89,1-19-2017-089-07,7,2,1,1,1010.73822145806000000000,9,2
7719,19,90,1-19-2017-090-09,9,1,1,1,1714.60742632915000000000,9,2
7767,19,91,1-19-2017-091-02,2,1,1,1,130.79709018442100000000,9,2
7850,19,92,1-19-2017-092-09,9,1,3,,7758.23829702000000000000,9,2
7850,19,92,1-19-2017-092-09,9,2,1,1,7758.23829702000000000000,9,2
7851,19,93,1-19-2017-093-02,2,1,9,,102.08901342749200000000,9,2
7852,19,94,1-19-2017-094-02,2,1,3,,102.08901342749200000000,9,2
7852,19,94,1-19-2017-094-02,2,2,3,,102.08901342749200000000,9,2
7883,19,95,1-19-2017-095-02,2,1,1,1,134.56453847884200000000,9,2
7883,19,95,1-19-2017-095-02,2,2,1,1,134.56453847884200000000,9,2
7884,19,96,1-19-2017-096-02,2,1,3,,193.46239816965600000000,9,2
7885,19,97,1-19-2017-097-01,1,1,3,,401.34587739812000000000,9,2
7951,19,98,1-19-2017-098-05,5,1,3,,115.22676805237600000000,9,2
7952,19,99,1-19-2017-099-02,2,1,6,,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,2,1,1,102.08901342749200000000,9,2
7953,19,100,1-19-2017-100-07,7,1,3,,4322.99062713303000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,1,1,1291.67508035249000000000,9,2
7998,19,102,1-19-2017-102-08,8,1,3,,305.99135154121100000000,9,2
7999,19,103,1-19-2017-103-03,3,1,5,,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,2,1,1,260.66210589899600000000,9,2
8062,19,104,1-19-2017-104-06,6,2,1,1,412.31280177874700000000,9,2
8063,19,105,1-19-2017-105-03,3,1,1,1,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,2,9,,270.57903867360000000000,9,2
8064,19,106,1-19-2017-106-04,4,1,1,1,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,3,,1303.55011135808000000000,9,2
8126,19,107,1-19-2017-107-06,6,1,3,,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,2,3,,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,3,1,1,341.38479707053400000000,9,2
8127,19,108,1-19-2017-108-09,9,1,3,,1883.27135050704000000000,9,2
8128,19,109,1-19-2017-109-04,4,1,3,,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,2,1,1,1079.30723547131000000000,9,2
8205,19,110,1-19-2017-110-02,2,1,9,,102.08901342749200000000,9,2
8205,19,110,1-19-2017-110-02,2,2,1,1,102.08901342749200000000,9,2
8205,19,110,1-19-2017-110-02,2,3,3,,102.08901342749200000000,9,2
8205,19,110,1-19-2017-110-02,2,4,9,,102.08901342749200000000,9,2
8206,19,111,1-19-2017-111-07,7,1,1,1,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,2,3,,2883.97503579998000000000,9,2
8207,19,112,1-19-2017-112-05,5,1,1,1,79.98489951025890000000,9,2
8251,19,113,1-19-2017-113-01,1,1,4,,148.47238820833800000000,9,2
8252,19,114,1-19-2017-114-02,2,1,1,2,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,2,3,,102.08901342749200000000,9,2
8253,19,115,1-19-2017-115-09,9,2,3,,5030.64389115037000000000,9,2
8365,19,116,1-19-2017-116-05,5,1,3,,79.98489951025890000000,9,2
8365,19,116,1-19-2017-116-05,5,2,1,1,79.98489951025890000000,9,2
8366,19,117,1-19-2017-117-03,3,1,1,1,414.74687958437300000000,9,2
8367,19,118,1-19-2017-118-08,8,1,3,,486.87152969100200000000,9,2
8367,19,118,1-19-2017-118-08,8,2,3,,486.87152969100200000000,9,2
8416,19,119,1-19-2017-119-03,3,2,1,1,207.99126642578700000000,9,2
8418,19,121,1-19-2017-121-07,7,1,1,1,1030.67200677125000000000,9,2
8429,19,122,1-19-2017-122-04,4,1,1,1,1002.02528561911000000000,9,2
8533,19,123,1-19-2017-123-04,4,1,7,,647.46524543705200000000,9,2
8533,19,123,1-19-2017-123-04,4,2,1,1,647.46524543705200000000,9,2
8534,19,124,1-19-2017-124-07,7,1,1,1,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,2,1,1,665.97551319226200000000,9,2
8567,19,125,1-19-2017-125-03,3,1,3,,693.38320311199000000000,9,2
8565,19,126,1-19-2017-126-06,6,1,1,1,1056.58876099266000000000,9,2
8565,19,126,1-19-2017-126-06,6,2,3,,1056.58876099266000000000,9,2
8611,19,127,1-19-2017-127-02,2,1,1,1,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,1,1,1,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,2,1,1,102.08901342749200000000,9,2
8613,19,129,1-19-2017-129-07,7,1,1,1,3898.07198746456000000000,9,2
8613,19,129,1-19-2017-129-07,7,2,3,,3898.07198746456000000000,9,2
8700,19,130,1-19-2017-130-08,8,1,5,,1502.31800595479000000000,9,2
8701,19,131,1-19-2017-131-02,2,1,1,1,134.11744751861000000000,9,2
8701,19,131,1-19-2017-131-02,2,2,1,1,134.11744751861000000000,9,2
8713,19,133,1-19-2017-133-04,4,1,1,1,7767.54055916040000000000,9,2
8803,19,134,1-19-2017-134-02,2,1,1,1,102.08901342749200000000,9,2
8804,19,135,1-19-2017-135-06,6,2,3,,528.51031848141900000000,9,2
8805,19,136,1-19-2017-136-04,4,1,3,,1670.91509537102000000000,9,2
8805,19,136,1-19-2017-136-04,4,2,1,1,1670.91509537102000000000,9,2
8865,19,137,1-19-2017-137-08,8,1,3,,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,3,,434.34617933488100000000,9,2
8867,19,139,1-19-2017-139-04,4,1,1,1,1782.53610427378000000000,9,2
8944,19,140,1-19-2017-140-01,1,1,3,,144.57700864551200000000,9,2
8946,19,142,1-19-2017-142-07,7,1,1,1,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,2,3,,808.93373686221300000000,9,2
8983,19,143,1-19-2017-143-07,7,1,3,,808.93373669988300000000,9,2
8983,19,143,1-19-2017-143-07,7,2,1,1,808.93373669988300000000,9,2
9009,19,144,1-19-2017-144-05,5,1,1,2,79.98489951025890000000,9,2
9009,19,144,1-19-2017-144-05,5,2,3,,79.98489951025890000000,9,2
6054,20,1,1-20-2017-001-10,10,1,2,1,31.99248475413540000000,11,2
6140,20,2,1-20-2017-002-03,3,1,3,,51.74195237834650000000,11,2
6206,20,3,1-20-2017-003-02,2,1,1,2,39.06733804536630000000,11,2
6207,20,4,1-20-2017-004-04,4,1,3,,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,2,1,2,671.33275677081700000000,11,2
6271,20,5,1-20-2017-005-03,3,1,3,,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,2,3,,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,1,1,1,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,2,1,1,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,3,5,,222.02921272543600000000,11,2
6326,20,8,1-20-2017-008-09,9,1,3,,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,2,5,,2147.20799350779000000000,11,2
6327,20,9,1-20-2017-009-03,3,2,1,1,319.15861503593100000000,11,2
6366,20,11,1-20-2017-011-01,1,1,3,,47.97147683516590000000,11,2
6372,20,12,1-20-2017-012-07,7,1,3,,670.91945689348000000000,11,2
6413,20,13,1-20-2017-013-01,1,1,9,,63.49479916266580000000,11,2
6415,20,14,1-20-2017-014-04,4,1,3,,854.96343969212600000000,11,2
6415,20,14,1-20-2017-014-04,4,2,5,,854.96343969212600000000,11,2
6455,20,16,1-20-2017-016-06,6,1,1,1,278.96588652045300000000,11,2
6508,20,17,1-20-2017-017-04,4,1,3,,1176.72254964077000000000,11,2
6508,20,17,1-20-2017-017-04,4,2,2,1,1176.72254964077000000000,11,2
6509,20,18,1-20-2017-018-08,8,1,3,,306.99422145831300000000,11,2
6548,20,19,1-20-2017-019-10,10,1,3,,3008.70123621791000000000,11,2
6549,20,20,1-20-2017-020-09,9,1,3,,1367.98268811992000000000,11,2
6597,20,21,1-20-2017-021-06,6,2,1,2,282.61000526536200000000,11,2
6607,20,23,1-20-2017-023-07,7,1,3,,617.38294794191900000000,11,2
6607,20,23,1-20-2017-023-07,7,2,5,,617.38294794191900000000,11,2
6640,20,24,1-20-2017-024-01,1,1,4,,69.28855850244140000000,11,2
6641,20,25,1-20-2017-025-03,3,1,3,,294.80958405077100000000,11,2
6641,20,25,1-20-2017-025-03,3,2,1,1,294.80958405077100000000,11,2
6687,20,26,1-20-2017-026-02,2,1,3,,58.14040882154730000000,11,2
6687,20,26,1-20-2017-026-02,2,2,1,1,58.14040882154730000000,11,2
6687,20,26,1-20-2017-026-02,2,3,3,,58.14040882154730000000,11,2
6688,20,27,1-20-2017-027-04,4,1,3,,2024.53221361302000000000,11,2
6688,20,27,1-20-2017-027-04,4,2,1,1,2024.53221361302000000000,11,2
6728,20,28,1-20-2017-028-03,3,1,1,2,107.95194807247000000000,11,2
6728,20,28,1-20-2017-028-03,3,2,1,1,107.95194807247000000000,11,2
6729,20,29,1-20-2017-029-09,9,1,1,1,726.26986988851600000000,11,2
6764,20,30,1-20-2017-030-03,3,1,5,,1034.98607246191000000000,11,2
6802,20,31,1-20-2017-031-06,6,2,1,1,736.16440475029800000000,11,2
6806,20,33,1-20-2017-033-08,8,1,3,,313.37870302556000000000,11,2
6845,20,37,1-20-2017-037-04,4,1,3,,217.16208217069900000000,11,2
6877,20,38,1-20-2017-038-08,8,1,1,2,222.08499015785700000000,11,2
6878,20,39,1-20-2017-039-06,6,1,3,,521.70445216948900000000,11,2
6878,20,39,1-20-2017-039-06,6,2,1,2,521.70445216948900000000,11,2
6923,20,42,1-20-2017-042-01,1,1,1,2,52.19582469782480000000,11,2
6965,20,44,1-20-2017-044-05,5,1,4,,73.05340524785740000000,11,2
6971,20,46,1-20-2017-046-02,2,1,3,,39.06733804536630000000,11,2
6971,20,46,1-20-2017-046-02,2,2,9,,39.06733804536630000000,11,2
6971,20,46,1-20-2017-046-02,2,3,5,,39.06733804536630000000,11,2
6996,20,47,1-20-2017-047-09,9,1,3,,1074.33857977620000000000,11,2
6996,20,47,1-20-2017-047-09,9,2,1,2,1074.33857977620000000000,11,2
6997,20,48,1-20-2017-048-08,8,1,3,,131.84360551156900000000,11,2
6997,20,48,1-20-2017-048-08,8,2,1,2,131.84360551156900000000,11,2
7031,20,49,1-20-2017-049-08,8,1,1,2,129.57114779170200000000,11,2
7038,20,51,1-20-2017-051-08,8,2,5,,129.57114779170200000000,11,2
7078,20,52,1-20-2017-052-08,8,2,1,3,323.36496164919700000000,11,2
7079,20,53,1-20-2017-053-07,7,1,1,1,1659.45466607248000000000,11,2
7090,20,55,1-20-2017-055-02,2,1,1,1,39.06733804536630000000,11,2
7132,20,56,1-20-2017-056-10,10,1,3,,1227.19972268388000000000,11,2
7133,20,57,1-20-2017-057-03,3,2,3,,82.93717568346460000000,11,2
7141,20,59,1-20-2017-059-03,3,1,9,,82.93717568346460000000,11,2
7141,20,59,1-20-2017-059-03,3,2,9,,82.93717568346460000000,11,2
7191,20,60,1-20-2017-060-02,2,1,9,,39.06733804536630000000,11,2
7183,20,61,1-20-2017-061-09,9,1,1,1,1958.12195970583000000000,11,2
7184,20,62,1-20-2017-062-03,3,1,2,1,291.05307665616700000000,11,2
7184,20,62,1-20-2017-062-03,3,2,1,1,291.05307665616700000000,11,2
7230,20,63,1-20-2017-063-08,8,1,3,,118.63788302479000000000,11,2
7230,20,63,1-20-2017-063-08,8,2,1,2,118.63788302479000000000,11,2
7232,20,65,1-20-2017-065-02,2,2,1,1,39.06733804536630000000,11,2
7239,20,66,1-20-2017-066-03,3,1,1,1,143.69377211274000000000,11,2
7283,20,68,1-20-2017-068-09,9,2,3,,1428.57730217801000000000,11,2
7284,20,69,1-20-2017-069-05,5,2,3,,36.18659746633320000000,11,2
7330,20,71,1-20-2017-071-09,9,2,4,,596.72288100961600000000,11,2
7340,20,73,1-20-2017-073-03,3,1,9,,88.69622730500000000000,11,2
7340,20,73,1-20-2017-073-03,3,2,9,,88.69622730500000000000,11,2
7381,20,75,1-20-2017-075-02,2,2,1,1,58.97491564173520000000,11,2
7382,20,76,1-20-2017-076-03,3,1,1,2,648.91022961299900000000,11,2
7382,20,76,1-20-2017-076-03,3,2,9,,648.91022961299900000000,11,2
7383,20,77,1-20-2017-077-02,2,1,2,1,58.97491564173520000000,11,2
7383,20,77,1-20-2017-077-02,2,2,1,2,58.97491564173520000000,11,2
7442,20,78,1-20-2017-078-03,3,1,1,1,88.26899025723930000000,11,2
7442,20,78,1-20-2017-078-03,3,2,5,,88.26899025723930000000,11,2
7444,20,80,1-20-2017-080-06,6,1,3,,171.19809868915700000000,11,2
7444,20,80,1-20-2017-080-06,6,3,5,,171.19809868915700000000,11,2
7453,20,81,1-20-2017-081-06,6,2,3,,171.19809868915700000000,11,2
7545,20,84,1-20-2017-084-01,1,1,3,,50.02597441831630000000,11,2
7545,20,84,1-20-2017-084-01,1,2,3,,50.02597441831630000000,11,2
7545,20,84,1-20-2017-084-01,1,3,9,,50.02597441831630000000,11,2
7557,20,85,1-20-2017-085-04,4,1,5,,673.60444834326800000000,11,2
7557,20,85,1-20-2017-085-04,4,2,3,,673.60444834326800000000,11,2
7610,20,87,1-20-2017-087-03,3,1,1,2,541.82133208825800000000,11,2
7686,20,88,1-20-2017-088-08,8,1,1,2,136.91200738205900000000,11,2
7689,20,91,1-20-2017-091-07,7,1,1,1,702.60942414034600000000,11,2
7694,20,92,1-20-2017-092-04,4,2,5,,524.78983362534800000000,11,2
7735,20,93,1-20-2017-093-06,6,1,3,,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,1,1,773.41493042465900000000,11,2
7736,20,94,1-20-2017-094-02,2,1,1,1,39.06733804536630000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,1,2093.85301879526000000000,11,2
7860,20,100,1-20-2017-100-03,3,1,1,1,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,2,3,,97.23967098172880000000,11,2
7863,20,101,1-20-2017-101-06,6,1,3,,188.59677380149800000000,11,2
7863,20,101,1-20-2017-101-06,6,2,3,,188.59677380149800000000,11,2
7867,20,102,1-20-2017-102-03,3,1,3,,97.23967098172880000000,11,2
7867,20,102,1-20-2017-102-03,3,2,9,,97.23967098172880000000,11,2
7915,20,103,1-20-2017-103-01,1,1,3,,88.90847183912900000000,11,2
7915,20,103,1-20-2017-103-01,1,2,3,,88.90847183912900000000,11,2
7913,20,104,1-20-2017-104-03,3,1,3,,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,3,,378.28856838694000000000,11,2
7914,20,105,1-20-2017-105-05,5,1,5,,64.46659981848830000000,11,2
7962,20,106,1-20-2017-106-09,9,1,3,,843.75224176338900000000,11,2
7963,20,107,1-20-2017-107-08,8,1,4,,103.54588377132300000000,11,2
7971,20,109,1-20-2017-109-03,3,1,3,,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,1,1,125.41439754736500000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,2,56.81933354281490000000,11,2
8017,20,111,1-20-2017-111-06,6,1,3,,468.88569767985500000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,3,47.97147683516590000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,1,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,2,1,1,447.19108221602800000000,11,2
8169,20,119,1-20-2017-119-03,3,1,1,2,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,2,140.67471679379700000000,11,2
8170,20,120,1-20-2017-120-09,9,1,3,,946.41931050515200000000,11,2
8171,20,121,1-20-2017-121-03,3,1,1,2,140.67471679379700000000,11,2
8227,20,123,1-20-2017-123-06,6,1,3,,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,3,,513.41146111088100000000,11,2
8289,20,131,1-20-2017-131-10,10,1,1,2,3419.93796732835000000000,11,2
8289,20,131,1-20-2017-131-10,10,2,3,,3419.93796732835000000000,11,2
8383,20,133,1-20-2017-133-06,6,2,3,,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,3,1,1,660.66111591016900000000,11,2
8384,20,134,1-20-2017-134-02,2,1,4,,39.06733804536630000000,11,2
8385,20,135,1-20-2017-135-03,3,2,9,,340.63397929141200000000,11,2
8436,20,136,1-20-2017-136-06,6,1,1,2,251.65386651402400000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,1,129.75163194922700000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,1,36.14618939188560000000,11,2
8519,20,142,1-20-2017-142-06,6,1,5,,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,1,1,299.84932881003100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,9,,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,9,,154.60100133138100000000,11,2
8580,20,145,1-20-2017-145-03,3,1,5,,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,3,,215.74389846511000000000,11,2
8581,20,146,1-20-2017-146-07,7,1,5,,914.10565925969300000000,11,2
8582,20,147,1-20-2017-147-03,3,1,9,,215.74389846511000000000,11,2
8641,20,148,1-20-2017-148-02,2,1,1,2,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,2,3,,126.21531659719600000000,11,2
8751,20,149,1-20-2017-149-04,4,1,1,2,809.19022299613200000000,11,2
8768,20,153,1-20-2017-153-03,3,1,3,,255.69445426619000000000,11,2
8825,20,154,1-20-2017-154-05,5,1,3,,37.31615053221780000000,11,2
8827,20,156,1-20-2017-156-03,3,1,2,1,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,2,9,,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,1,2,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,1,1,218.97033816410200000000,11,2
8862,20,158,1-20-2017-158-03,3,1,3,,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,1,2,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,1,2,243.96186764691600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,2,772.06038218664600000000,11,2
8973,20,162,1-20-2017-162-02,2,2,1,1,39.06733804536630000000,11,2
8985,20,165,1-20-2017-165-03,3,1,1,1,152.30968320706700000000,11,2
9047,20,168,1-20-2017-168-03,3,1,7,,199.63962749309100000000,11,2
9047,20,168,1-20-2017-168-03,3,2,3,,199.63962749309100000000,11,2
9048,20,169,1-20-2017-169-03,3,2,1,1,199.63962749309100000000,11,2
9107,20,170,1-20-2017-170-03,3,1,2,1,168.07756266079600000000,11,2
9107,20,170,1-20-2017-170-03,3,2,1,1,168.07756266079600000000,11,2
6133,21,1,1-21-2017-001-03,3,1,3,,299.98594818982000000000,11,2
6134,21,2,1-21-2017-002-09,9,1,9,,440.92759335111400000000,11,2
6243,21,4,1-21-2017-004-03,3,1,9,,517.41972707697500000000,11,2
6243,21,4,1-21-2017-004-03,3,2,9,,517.41972707697500000000,11,2
6313,21,5,1-21-2017-005-03,3,1,1,1,777.20307552432400000000,11,2
6354,21,6,1-21-2017-006-04,4,1,1,3,1145.92166113939000000000,11,2
6354,21,6,1-21-2017-006-04,4,2,9,,1145.92166113939000000000,11,2
6404,21,7,1-21-2017-007-06,6,1,3,,316.48435949913700000000,11,2
6404,21,7,1-21-2017-007-06,6,2,9,,316.48435949913700000000,11,2
6442,21,8,1-21-2017-008-03,3,1,1,1,708.68878582321700000000,11,2
6442,21,8,1-21-2017-008-03,3,2,1,3,708.68878582321700000000,11,2
6495,21,9,1-21-2017-009-03,3,1,3,,1387.46155259324000000000,11,2
6495,21,9,1-21-2017-009-03,3,2,9,,1387.46155259324000000000,11,2
6542,21,10,1-21-2017-010-10,10,1,3,,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,2,9,,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,3,5,,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,4,2,1,6259.16606446051000000000,11,2
6589,21,11,1-21-2017-011-03,3,1,1,2,1144.07539125013000000000,11,2
6589,21,11,1-21-2017-011-03,3,2,9,,1144.07539125013000000000,11,2
6636,21,12,1-21-2017-012-10,10,1,3,,659.48436038790100000000,11,2
6679,21,13,1-21-2017-013-08,8,1,1,3,871.90685762861200000000,11,2
6730,21,14,1-21-2017-014-04,4,1,3,,2221.76994369018000000000,11,2
6730,21,14,1-21-2017-014-04,4,2,9,,2221.76994369018000000000,11,2
6753,21,15,1-21-2017-015-06,6,1,1,1,554.68515997255800000000,11,2
6793,21,16,1-21-2017-016-09,9,1,3,,1166.36244670081000000000,11,2
6793,21,16,1-21-2017-016-09,9,2,3,,1166.36244670081000000000,11,2
6829,21,17,1-21-2017-017-03,3,1,1,1,311.95669406143700000000,11,2
6829,21,17,1-21-2017-017-03,3,2,3,,311.95669406143700000000,11,2
6876,21,18,1-21-2017-018-03,3,1,3,,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,2,1,1,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,3,3,,884.41261213097500000000,11,2
6909,21,19,1-21-2017-019-04,4,1,1,1,559.90610163616200000000,11,2
6909,21,19,1-21-2017-019-04,4,2,9,,559.90610163616200000000,11,2
6989,21,21,1-21-2017-021-04,4,1,1,2,901.70201341217100000000,11,2
7022,21,22,1-21-2017-022-09,9,1,1,2,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,2,1,2,1461.58871260446000000000,11,2
7186,21,23,1-21-2017-023-07,7,1,3,,1033.36079831570000000000,11,2
7186,21,23,1-21-2017-023-07,7,2,1,1,1033.36079831570000000000,11,2
7222,21,25,1-21-2017-025-03,3,1,3,,440.35059381452200000000,11,2
7222,21,25,1-21-2017-025-03,3,2,1,1,440.35059381452200000000,11,2
7270,21,26,1-21-2017-026-03,3,1,3,,327.88849704602700000000,11,2
7270,21,26,1-21-2017-026-03,3,2,1,1,327.88849704602700000000,11,2
7271,21,27,1-21-2017-027-03,3,1,3,,327.88849704859000000000,11,2
7271,21,27,1-21-2017-027-03,3,2,1,1,327.88849704859000000000,11,2
7319,21,28,1-21-2017-028-03,3,1,3,,367.46719304229100000000,11,2
7320,21,29,1-21-2017-029-07,7,1,3,,1314.13987079159000000000,11,2
7374,21,30,1-21-2017-030-04,4,1,3,,222.37813946090000000000,11,2
7375,21,31,1-21-2017-031-03,3,1,1,2,78.01736920725550000000,11,2
7375,21,31,1-21-2017-031-03,3,2,3,,78.01736920725550000000,11,2
7376,21,32,1-21-2017-032-03,3,1,3,,201.69740988543500000000,11,2
7376,21,32,1-21-2017-032-03,3,2,1,2,201.69740988543500000000,11,2
7440,21,33,1-21-2017-033-04,4,1,3,,511.36162861486400000000,11,2
7440,21,33,1-21-2017-033-04,4,2,1,2,511.36162861486400000000,11,2
7441,21,34,1-21-2017-034-10,10,1,1,2,2507.36352072078000000000,11,2
7441,21,34,1-21-2017-034-10,10,2,3,,2507.36352072078000000000,11,2
7531,21,35,1-21-2017-035-03,3,1,1,2,336.39941328647300000000,11,2
7531,21,35,1-21-2017-035-03,3,2,1,2,336.39941328647300000000,11,2
7553,21,38,1-21-2017-038-03,3,1,3,,336.39941328384300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,1,1,336.39941328384300000000,11,2
7607,21,39,1-21-2017-039-03,3,1,1,2,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,1,2,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,3,1,3,150.65263342074300000000,11,2
7608,21,40,1-21-2017-040-07,7,1,2,2,538.76546251765700000000,11,2
7609,21,41,1-21-2017-041-09,9,2,3,,667.81913027474100000000,11,2
7667,21,42,1-21-2017-042-07,7,1,3,,722.11786068221000000000,11,2
7668,21,43,1-21-2017-043-10,10,1,3,,2822.11706139299000000000,11,2
7669,21,44,1-21-2017-044-03,3,1,1,2,201.92266379861900000000,11,2
7725,21,45,1-21-2017-045-09,9,1,3,,790.46843285652500000000,11,2
7725,21,45,1-21-2017-045-09,9,2,3,,790.46843285652500000000,11,2
7726,21,46,1-21-2017-046-06,6,1,1,2,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,1,2,258.73977267240100000000,11,2
7793,21,48,1-21-2017-048-03,3,1,3,,201.69740988543500000000,11,2
7779,21,49,1-21-2017-049-09,9,1,1,3,482.91313097931200000000,11,2
